Long,Lat
126.3140272,33.3058215
126.3140262,33.3058206
126.314025,33.3058197
126.314024,33.3058187
126.314023,33.3058178
126.314022,33.3058169
126.314021,33.3058159
126.31402,33.305815
126.314019,33.3058141
126.314018,33.3058131
126.314017,33.3058122
126.314016,33.3058113
126.314015,33.3058103
126.314014,33.3058094
126.3140129,33.3058084
126.3140117,33.3058075
126.3140107,33.3058066
126.3140096,33.3058057
126.3140085,33.3058048
126.3140076,33.3058039
126.3140068,33.3058029
126.314006,33.3058019
126.3140051,33.3058011
126.3140043,33.3058001
126.3140036,33.3057992
126.3140029,33.3057983
126.3140021,33.3057974
126.3140014,33.3057966
126.3140007,33.3057957
126.3140001,33.3057948
126.3139995,33.3057939
126.3139989,33.3057931
126.3139982,33.3057924
126.3139976,33.3057916
126.3139971,33.3057908
126.3139966,33.3057901
126.3139961,33.3057894
126.3139957,33.3057887
126.3139952,33.3057881
126.3139947,33.3057875
