Long,Lat,UTM_X(East),UTM_Y(North)
126.3144649,33.3055641,249960.199655487,3688381.7404349
126.3144656,33.3055653,249960.268276965,3688381.87185286
126.3144663,33.3055663,249960.33632709,3688381.98108798
126.3144671,33.3055673,249960.413690556,3688382.09008322
126.3144678,33.3055685,249960.482312027,3688382.22150119
126.3144681,33.3055695,249960.513108791,3688382.33169581
126.3144686,33.3055707,249960.56310358,3688382.46359354
126.3144693,33.3055718,249960.631439374,3688382.58392008
126.3144698,33.3055728,249960.680862812,3688382.69363495
126.3144702,33.3055739,249960.721258586,3688382.81468113
126.3144708,33.305575,249960.780281036,3688382.93524755
126.3144714,33.3055761,249960.839303486,3688383.05581397
