                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.30653,                0.34854,                0.34241,                0.96711,                0.98249,                0.95918,                0.98328,                0.92335,                0.98039,                0.95627,                0.97242,                0.94331,                0.28801,                0.24905,                0.57126,                 0.5636,              0.0017822,              0.0017822,              0.0017822
                     13,                0.29528,                0.33369,                0.32408,                0.97195,                0.98419,                0.96793,                0.97744,                 0.9357,                0.98199,                0.96501,                0.96988,                0.94017,                 0.2441,                0.22773,                0.75653,                0.49452,              0.0017624,              0.0017624,              0.0017624
                     14,                0.30313,                0.34791,                0.33697,                0.97667,                0.98519,                0.96942,                0.98933,                0.93735,                0.98271,                0.96501,                0.98515,                0.94925,                0.30807,                0.27312,                0.91098,                0.58642,              0.0017426,              0.0017426,              0.0017426
                     15,                0.29119,                0.30386,                0.32304,                0.96967,                0.96171,                  0.952,                0.97281,                0.93396,                0.97857,                0.93202,                  0.968,                0.92972,                0.29169,                0.39092,                0.71713,                0.56363,              0.0017228,              0.0017228,              0.0017228
                     16,                0.29619,                0.34313,                 0.3288,                0.96766,                 0.9822,                0.96501,                0.98211,                0.92906,                0.97976,                 0.9621,                0.97519,                 0.9346,                0.29566,                 0.2844,                0.63259,                0.57656,               0.001703,               0.001703,               0.001703
                     17,                0.28694,                0.32906,                0.31548,                 0.9615,                 0.9818,                0.96793,                0.97189,                0.94222,                0.97815,                 0.9621,                0.96079,                0.92664,                0.27263,                0.31348,                0.89179,                0.52031,              0.0016832,              0.0016832,              0.0016832
                     18,                0.27997,                0.28586,                0.31023,                0.96322,                0.95927,                0.94169,                0.98402,                0.93372,                 0.9563,                0.93878,                0.97883,                0.88517,                0.35364,                0.26166,                0.73034,                0.62889,              0.0016634,              0.0016634,              0.0016634
                     19,                0.26704,                0.30737,                0.31073,                0.95574,                 0.9693,                0.92052,                0.96358,                0.92686,                 0.9693,                0.92052,                0.96215,                0.86435,                0.40764,                0.47105,                0.77764,                0.67263,              0.0016436,              0.0016436,              0.0016436
                     20,                0.28019,                0.28829,                0.29284,                0.96367,                0.98235,                0.97376,                0.98993,                0.95541,                0.97647,                0.96793,                0.98866,                0.96274,                0.24487,                0.27144,                0.59995,                0.51711,              0.0016238,              0.0016238,              0.0016238
                     21,                0.26619,                0.30195,                0.29329,                0.95206,                0.96567,                0.98425,                0.98982,                0.96278,                0.96281,                0.98133,                0.98962,                0.96847,                0.22959,                0.19962,                0.42062,                0.47232,               0.001604,               0.001604,               0.001604
                     22,                0.25996,                0.26983,                0.28488,                0.94868,                0.98812,                0.96983,                 0.9857,                0.94933,                0.98218,                  0.964,                0.97887,                0.95785,                0.23133,                0.19902,                0.50127,                0.48179,              0.0015842,              0.0015842,              0.0015842
                     23,                0.27473,                0.29869,                0.30819,                0.95853,                0.96504,                0.96793,                0.98159,                0.87639,                0.96213,                0.96501,                0.97732,                0.86954,                0.35194,                0.18506,                 0.7279,                0.59526,              0.0015644,              0.0015644,              0.0015644
                     24,                0.25218,                0.26952,                0.27738,                0.94501,                0.95517,                0.96793,                0.97566,                0.91747,                0.94942,                 0.9621,                0.96959,                0.92025,                0.32026,                0.34775,                0.54956,                0.61571,              0.0015446,              0.0015446,              0.0015446
                     25,                0.25437,                0.28651,                 0.2776,                0.94776,                0.97544,                0.95044,                0.98533,                0.93506,                0.97245,                0.94752,                0.97884,                0.95417,                0.30075,                0.26553,                0.36459,                0.57041,              0.0015248,              0.0015248,              0.0015248
                     26,                0.25793,                0.29219,                0.28609,                0.95139,                0.98364,                0.96793,                 0.9905,                 0.9677,                0.98364,                0.96793,                0.99135,                0.97571,                0.20513,                0.15249,                0.34396,                0.44505,               0.001505,               0.001505,               0.001505
                     27,                0.24443,                0.25631,                 0.2725,                0.94087,                0.98766,                0.97085,                0.99239,                0.96112,                0.98207,                0.96501,                0.98938,                0.96887,                 0.2223,                0.17463,                0.35878,                0.45511,              0.0014852,              0.0014852,              0.0014852
                     28,                0.24289,                0.25346,                0.26644,                0.93968,                0.97948,                0.97405,                0.98986,                0.95151,                0.97361,                0.96822,                0.99058,                0.95423,                0.27857,                0.19424,                0.48983,                0.54333,              0.0014654,              0.0014654,              0.0014654
                     29,                0.26021,                 0.2694,                0.28798,                0.94952,                0.95164,                0.97085,                0.97751,                0.94034,                0.95164,                0.97085,                0.97751,                0.94688,                0.23265,                 0.1951,                0.38583,                0.48649,              0.0014456,              0.0014456,              0.0014456
                     30,                0.24185,                0.24851,                0.27131,                0.93754,                0.97494,                0.96793,                0.98798,                0.95916,                0.97201,                0.96501,                0.98374,                0.96498,                0.21129,                0.17809,                0.36151,                0.46801,              0.0014258,              0.0014258,              0.0014258
                     31,                0.24125,                0.27143,                0.27294,                0.93639,                  0.978,                0.96793,                0.98521,                0.95635,                0.97256,                 0.9621,                0.98193,                0.96073,                0.20682,                0.21716,                0.79127,                  0.458,               0.001406,               0.001406,               0.001406
                     32,                0.23366,                0.23366,                0.26689,                0.93346,                0.98735,                0.97085,                0.98563,                0.96119,                0.98142,                0.96501,                0.98182,                0.96882,                0.20702,                 0.1815,                0.55664,                0.46047,              0.0013862,              0.0013862,              0.0013862
                     33,                0.23772,                0.23786,                0.26196,                0.94101,                 0.9708,                0.99708,                0.99321,                0.97533,                0.96796,                0.99417,                0.99179,                0.98126,                0.19879,                0.15455,                0.32501,                0.45254,              0.0013664,              0.0013664,              0.0013664
                     34,                0.23283,                0.25271,                0.25054,                0.93512,                0.98518,                0.96877,                 0.9873,                 0.9678,                0.98221,                0.96586,                  0.981,                0.96961,                0.18885,                0.18927,                0.75698,                0.43727,              0.0013466,              0.0013466,              0.0013466
                     35,                0.23038,                0.23932,                0.25018,                0.93219,                0.97434,                0.99627,                0.99224,                0.97443,                0.97149,                0.99336,                0.99115,                 0.9771,                0.17653,                0.17232,                0.42901,                0.40097,              0.0013268,              0.0013268,              0.0013268
                     36,                0.23344,                0.25075,                 0.2646,                0.93335,                0.97125,                0.98495,                0.99034,                0.97039,                0.96737,                0.98251,                0.98149,                 0.9722,                0.18978,                0.16732,                0.40719,                0.42253,               0.001307,               0.001307,               0.001307
                     37,                0.23114,                0.24218,                0.24896,                 0.9323,                0.98258,                0.98696,                0.99393,                0.97712,                0.97678,                0.98113,                0.98724,                0.97972,                 0.1505,                0.19015,                0.25166,                0.38705,              0.0012872,              0.0012872,              0.0012872
                     38,                0.22855,                0.23737,                0.26239,                0.93423,                0.97968,                 0.9838,                0.98937,                0.97363,                0.97968,                 0.9838,                0.98934,                0.97605,                 0.1735,                0.17492,                0.55794,                0.41583,              0.0012674,              0.0012674,              0.0012674
                     39,                0.22704,                0.23025,                0.24446,                0.93907,                0.97643,                0.99417,                0.99313,                0.97751,                0.97054,                0.98834,                0.99205,                0.98208,                0.17672,                0.12061,                0.29579,                0.41731,              0.0012476,              0.0012476,              0.0012476
                     40,                0.22752,                0.24593,                0.24854,                0.93644,                0.98456,                0.96793,                0.98384,                0.97142,                0.98456,                0.96793,                0.98355,                0.97292,                0.18347,                0.14505,                0.80888,                0.40983,              0.0012278,              0.0012278,              0.0012278
                     41,                0.22044,                 0.2429,                0.23902,                0.92997,                0.98235,                0.97333,                 0.9893,                0.96991,                 0.9794,                0.97041,                0.98545,                0.97448,                0.17483,                0.16793,                0.54095,                 0.4103,               0.001208,               0.001208,               0.001208
                     42,                0.21542,                0.21878,                0.23941,                0.92805,                0.98275,                0.99673,                0.99328,                0.97524,                0.97694,                0.98816,                0.99177,                0.97369,                0.18915,                0.20502,                 0.2935,                 0.4223,              0.0011882,              0.0011882,              0.0011882
                     43,                0.21918,                0.23411,                0.24393,                0.92482,                0.98304,                0.99125,                0.99382,                0.97237,                0.98304,                0.99125,                0.99382,                0.97743,                0.15715,                0.17033,                 0.7421,                0.37921,              0.0011684,              0.0011684,              0.0011684
                     44,                0.21631,                  0.216,                0.23116,                0.92474,                0.98251,                0.99417,                0.99286,                0.97148,                0.98251,                0.99417,                0.99286,                0.97802,                0.19256,                0.15165,                0.28433,                0.43017,              0.0011486,              0.0011486,              0.0011486
                     45,                0.21702,                0.23307,                0.23527,                0.92827,                0.98349,                0.99417,                0.99293,                0.97806,                 0.9806,                0.99125,                0.99056,                0.98003,                0.15835,                0.12859,                0.44006,                 0.3766,              0.0011288,              0.0011288,              0.0011288
                     46,                0.21946,                0.22554,                0.23946,                0.92949,                0.97891,                      1,                 0.9935,                0.98085,                0.97605,                0.99708,                0.99184,                0.98225,                0.18191,                0.16053,                 0.2029,                 0.4087,               0.001109,               0.001109,               0.001109
                     47,                0.21811,                0.21374,                0.23799,                0.92645,                0.98499,                0.98834,                0.99368,                0.97624,                0.98209,                0.98542,                0.99261,                 0.9822,                0.13885,                0.15142,                0.30915,                0.37821,              0.0010892,              0.0010892,              0.0010892
                     48,                0.21254,                0.22358,                0.23407,                0.93104,                0.97225,                0.99708,                0.99281,                0.97956,                0.96037,                0.98542,                0.98636,                 0.9749,                0.14214,                0.24792,                 0.2212,                0.37114,              0.0010694,              0.0010694,              0.0010694
                     49,                0.21356,                0.23265,                0.24253,                0.92377,                0.97647,                      1,                0.99365,                0.98252,                0.97078,                0.99417,                0.99207,                0.98359,                0.16277,                0.16083,                0.23203,                0.39446,              0.0010496,              0.0010496,              0.0010496
                     50,                0.21897,                0.21953,                0.23899,                0.92583,                0.98548,                      1,                0.99345,                0.98437,                0.97973,                0.99417,                0.99289,                0.98463,                0.15182,                0.13408,                 0.1949,                 0.3954,              0.0010298,              0.0010298,              0.0010298
                     51,                0.20291,                0.21414,                0.22013,                0.92435,                0.98188,                0.99708,                0.99364,                0.98054,                0.97614,                0.99125,                0.99242,                0.98033,                 0.1504,                0.12826,                0.25324,                0.37229,                0.00101,                0.00101,                0.00101
                     52,                0.21378,                0.22889,                0.22639,                0.92483,                0.97968,                      1,                0.99409,                0.98018,                0.97682,                0.99708,                0.99274,                0.98306,                0.16092,                0.12304,                0.19297,                0.37783,              0.0009902,              0.0009902,              0.0009902
                     53,                0.20831,                0.23494,                0.22575,                0.92608,                 0.9827,                0.99367,                0.99349,                0.97962,                0.97693,                0.98784,                0.99005,                0.98157,                0.13832,                0.11788,                0.34568,                0.35114,              0.0009704,              0.0009704,              0.0009704
                     54,                0.20719,                0.21542,                0.22002,                0.92426,                0.98255,                0.98523,                0.99222,                0.98045,                0.97674,                 0.9794,                0.98853,                0.97702,                0.17036,                0.20711,                0.25477,                0.39671,              0.0009506,              0.0009506,              0.0009506
                     55,                0.20534,                0.22442,                0.21859,                0.92574,                0.97691,                0.98682,                0.99361,                0.98087,                0.97114,                0.98099,                0.98967,                  0.982,                 0.1383,                0.16911,                0.99714,                0.35312,              0.0009308,              0.0009308,              0.0009308
                     56,                0.19948,                 0.2141,                0.21672,                0.91652,                0.97976,                0.98813,                0.99402,                0.97339,                0.97687,                0.98525,                0.99134,                0.97751,                 0.1672,                0.19614,                 1.0138,                0.40931,               0.000911,               0.000911,               0.000911
                     57,                0.19744,                0.19185,                0.21418,                0.91452,                0.97957,                      1,                0.99266,                0.97953,                0.97386,                0.99417,                0.99157,                0.98121,                0.16205,                0.12752,                0.20726,                0.37958,              0.0008912,              0.0008912,              0.0008912
                     58,                 0.1937,                0.21456,                0.21371,                0.91126,                0.97129,                0.98834,                0.99195,                0.97015,                0.96556,                0.98251,                0.99062,                0.97316,                0.17634,                 0.1414,                0.35474,                 0.4012,              0.0008714,              0.0008714,              0.0008714
                     59,                0.19297,                0.19458,                0.20364,                0.91783,                0.97718,                0.99868,                0.99327,                0.98429,                0.97433,                0.99576,                0.99289,                0.98702,                0.13437,                0.13632,                0.19398,                0.37192,              0.0008516,              0.0008516,              0.0008516
                     60,                0.20157,                 0.1989,                 0.2144,                0.91656,                0.98276,                0.99687,                0.99389,                0.98144,                0.97701,                0.99104,                0.99213,                0.98474,                0.17492,                0.11511,                0.22045,                0.39085,              0.0008318,              0.0008318,              0.0008318
                     61,                0.19943,                0.19603,                0.21235,                0.92048,                0.97999,                0.99973,                0.99221,                0.98257,                0.97714,                0.99681,                0.99064,                0.98528,                0.11775,                0.11501,                0.18435,                0.33395,               0.000812,               0.000812,               0.000812
                     62,                0.19475,                0.19608,                0.21598,                0.91239,                 0.9853,                0.97734,                 0.9873,                0.97427,                0.98236,                0.97443,                 0.9845,                0.97402,                0.14539,                0.15854,                0.46167,                0.37212,              0.0007922,              0.0007922,              0.0007922
                     63,                0.19158,                0.20065,                0.21438,                 0.9105,                0.98236,                      1,                0.99398,                0.98544,                0.97663,                0.99417,                0.99263,                0.98812,                  0.134,                0.18279,                0.33323,                0.37194,              0.0007724,              0.0007724,              0.0007724
                     64,                0.19234,                 0.1993,                0.20229,                0.92397,                0.97556,                0.99708,                0.99378,                0.98255,                0.96985,                0.99125,                0.99301,                0.98786,                0.14566,                0.13271,                0.24855,                0.37191,              0.0007526,              0.0007526,              0.0007526
                     65,                0.20005,                0.20133,                0.21098,                0.92002,                0.97415,                0.99708,                0.99399,                0.98219,                0.97131,                0.99417,                0.99324,                0.98628,                  0.143,                   0.14,                0.20697,                0.37602,              0.0007328,              0.0007328,              0.0007328
                     66,                0.20035,                0.20173,                0.22062,                0.91584,                0.98007,                0.99708,                0.99447,                0.98358,                 0.9772,                0.99417,                0.99401,                0.98631,                0.14615,                0.10823,                0.22307,                0.39418,               0.000713,               0.000713,               0.000713
                     67,                0.18649,                0.17793,                0.20028,                0.91418,                0.97961,                      1,                 0.9941,                0.98636,                0.97675,                0.99708,                0.99334,                0.98915,                0.14187,                0.10634,                0.27468,                 0.3741,              0.0006932,              0.0006932,              0.0006932
                     68,                0.19007,                0.18133,                0.19857,                0.91876,                0.97955,                      1,                0.99345,                0.98308,                0.97383,                0.99417,                0.99267,                0.98631,                0.14936,                 0.1025,                0.16527,                0.37601,              0.0006734,              0.0006734,              0.0006734
                     69,                 0.1883,                0.19783,                0.20418,                0.91439,                0.97903,                      1,                 0.9933,                0.98535,                0.97426,                0.99708,                0.99244,                0.98789,                 0.1158,                0.11116,                0.25341,                0.33081,              0.0006536,              0.0006536,              0.0006536
                     70,                0.18693,                0.18243,                 0.1979,                0.91455,                0.98817,                0.99417,                0.99379,                0.98204,                0.98237,                0.98834,                0.99268,                0.98302,                 0.1361,                 0.1366,                0.46104,                0.35695,              0.0006338,              0.0006338,              0.0006338
                     71,                0.18648,                0.18632,                0.20484,                0.91664,                0.98414,                0.99417,                0.99335,                0.98108,                0.98126,                0.99125,                0.99114,                0.98034,                0.12756,                0.14444,                 1.2361,                0.35454,               0.000614,               0.000614,               0.000614
                     72,                0.18696,                0.18075,                0.19413,                 0.9138,                   0.98,                 0.9998,                 0.9941,                0.98762,                0.97428,                0.99397,                0.99355,                0.98885,                0.10879,                0.12159,                0.32162,                0.33486,              0.0005942,              0.0005942,              0.0005942
                     73,                0.18208,                0.17997,                0.20218,                0.91148,                0.97443,                0.99978,                0.99274,                0.98569,                0.97158,                0.99687,                0.99207,                0.97835,                0.15789,                0.13223,                0.37005,                0.37426,              0.0005744,              0.0005744,              0.0005744
                     74,                0.18362,                0.18856,                 0.1885,                0.91403,                0.98558,                0.99616,                 0.9943,                0.98601,                0.98269,                0.99324,                0.99394,                0.98934,                0.10215,                0.10378,                0.20497,                0.32472,              0.0005546,              0.0005546,              0.0005546
                     75,                0.18035,                0.17458,                0.19375,                0.91428,                0.97719,                0.99935,                0.99401,                0.98454,                0.97434,                0.99644,                0.99377,                0.98681,                0.12417,                0.10785,                0.32834,                0.34012,              0.0005348,              0.0005348,              0.0005348
                     76,                0.18173,                0.18914,                0.19415,                0.90644,                0.98549,                      1,                0.99407,                0.98906,                0.97973,                0.99417,                0.99378,                0.99091,                0.10916,                0.10642,                0.18063,                0.31894,               0.000515,               0.000515,               0.000515
                     77,                0.17516,                0.18008,                0.17919,                0.90724,                0.98563,                0.99965,                0.99349,                0.98702,                0.97988,                0.99382,                 0.9932,                0.99128,                0.09381,                0.10236,                0.12839,                0.31399,              0.0004952,              0.0004952,              0.0004952
                     78,                0.17349,                0.18246,                0.18294,                0.90562,                0.98489,                      1,                0.99385,                0.98906,                0.97915,                0.99417,                0.99329,                0.98942,                0.09437,                0.10952,                0.20607,                0.32053,              0.0004754,              0.0004754,              0.0004754
                     79,                0.17308,                 0.1809,                0.18298,                0.90579,                0.97985,                0.99708,                0.99328,                 0.9873,                0.97698,                0.99417,                0.99281,                0.98914,                0.11328,                0.11916,                0.17633,                0.34135,              0.0004556,              0.0004556,              0.0004556
                     80,                0.17805,                0.16632,                0.18508,                0.91184,                0.98528,                      1,                0.99401,                0.98679,                 0.9824,                0.99708,                0.99344,                0.98861,                0.10313,                0.13313,                0.39882,                0.32238,              0.0004358,              0.0004358,              0.0004358
                     81,                0.17208,                0.17692,                0.18662,                 0.9036,                0.98846,                0.99917,                0.99384,                0.98819,                0.98749,                0.99708,                0.99384,                0.98997,                0.10024,                0.11626,                0.22968,                0.32464,               0.000416,               0.000416,               0.000416
                     82,                0.17178,                0.18109,                  0.178,                0.90406,                 0.9825,                      1,                 0.9936,                0.98998,                0.97961,                0.99708,                 0.9936,                0.99031,                0.10527,                0.11719,                0.15573,                0.32254,              0.0003962,              0.0003962,              0.0003962
                     83,                0.17498,                0.18087,                0.19458,                0.90752,                0.98436,                0.99417,                0.99403,                0.98713,                0.98144,                0.99125,                0.99371,                0.99046,                0.11915,                0.11472,                 0.1527,                0.33624,              0.0003764,              0.0003764,              0.0003764
                     84,                0.17793,                0.17128,                 0.1885,                0.91179,                0.98417,                      1,                0.99398,                0.98489,                0.97843,                0.99417,                0.99361,                0.98899,                0.10596,                 0.1048,                 0.1474,                0.32487,              0.0003566,              0.0003566,              0.0003566
                     85,                0.16889,                 0.1698,                0.17769,                0.90499,                0.98482,                0.99708,                0.99416,                0.98858,                0.98194,                0.99417,                0.99371,                0.99017,                0.09692,                0.10119,                0.17317,                0.31413,              0.0003368,              0.0003368,              0.0003368
                     86,                  0.167,                0.16223,                0.17084,                0.90424,                0.98562,                0.99933,                0.99435,                0.98742,                0.97987,                0.99349,                0.99392,                0.99037,                0.10146,                0.11683,                0.40871,                0.30748,               0.000317,               0.000317,               0.000317
                     87,                0.16802,                0.18525,                0.16857,                0.91074,                0.98558,                 0.9966,                0.99432,                0.98834,                 0.9827,                0.99368,                0.99395,                0.99126,                0.10954,                0.09957,                0.18544,                0.33195,              0.0002972,              0.0002972,              0.0002972
                     88,                0.17067,                0.17481,                0.16486,                0.91061,                0.98847,                0.99996,                0.99444,                 0.9904,                0.98559,                0.99704,                0.99421,                 0.9903,                0.09554,                0.11595,                0.18176,                0.31024,              0.0002774,              0.0002774,              0.0002774
                     89,                 0.1642,                0.16878,                0.17137,                0.90176,                0.98847,                0.99955,                0.99426,                0.98972,                0.98847,                0.99955,                0.99426,                0.99153,                0.10676,                0.10079,                0.14274,                0.32821,              0.0002576,              0.0002576,              0.0002576
                     90,                0.15727,                0.16179,                0.15776,                0.90081,                0.98842,                0.99498,                 0.9947,                0.99103,                0.98262,                0.98915,                0.99438,                0.99091,                0.09575,                0.10089,                0.15169,                0.31248,              0.0002378,              0.0002378,              0.0002378
                     91,                0.17138,                0.20882,                0.38251,                0.90372,                 0.9828,                0.99973,                0.99456,                0.99003,                0.98534,                0.98834,                0.99444,                0.99136,                0.08842,                0.11291,                0.15734,                0.29711,               0.000218,               0.000218,               0.000218
                     92,                0.16859,                0.17343,                 0.2234,                0.89478,                0.98808,                      1,                0.99471,                0.99143,                0.98232,                0.99417,                 0.9945,                0.99223,                0.13757,                0.10105,                0.18449,                0.35905,              0.0001982,              0.0001982,              0.0001982
                     93,                 0.1569,                0.17711,                0.19848,                0.88636,                0.98267,                      1,                0.99456,                0.99143,                0.98267,                      1,                0.99456,                0.99186,                0.13619,                0.09628,                0.15498,                  0.356,              0.0001784,              0.0001784,              0.0001784
                     94,                0.16706,                0.15894,                0.24548,                0.89523,                 0.9853,                0.99708,                0.99434,                0.99137,                0.98242,                0.99417,                0.99425,                0.99293,                0.09211,                0.09874,                0.13177,                0.29992,              0.0001586,              0.0001586,              0.0001586
                     95,                0.14778,                0.16306,                0.17845,                0.87792,                0.98553,                 0.9928,                0.99456,                0.99235,                0.98264,                0.98988,                 0.9945,                0.99372,                0.08183,                0.09647,                0.12719,                0.29066,              0.0001388,              0.0001388,              0.0001388
                     96,                0.14888,                0.16431,                0.18006,                0.87657,                0.98544,                      1,                0.99446,                0.99218,                0.98256,                0.99708,                0.99432,                0.99288,                  0.084,                0.09269,                0.13998,                0.30282,               0.000119,               0.000119,               0.000119
                     97,                0.14759,                0.16844,                0.17788,                0.88447,                  0.991,                0.99708,                0.99425,                0.99233,                0.98811,                0.99417,                0.99419,                0.99175,                0.08294,                0.09407,                0.13024,                0.30092,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.13674,                0.14884,                0.15538,                0.87772,                0.98796,                      1,                0.99461,                0.99194,                0.98563,                0.99968,                 0.9945,                0.99301,                0.07606,                0.09543,                0.11388,                0.29097,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.13324,                0.15101,                0.16802,                0.87332,                0.99096,                      1,                0.99474,                0.99345,                0.98847,                0.99969,                0.99468,                0.99248,                0.07817,                0.09133,                0.10931,                0.29372,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.12279,                0.16097,                0.14767,                0.87383,                0.99079,                0.99708,                0.99476,                0.99334,                0.98563,                0.99994,                0.99471,                0.99219,                0.07611,                0.08966,                0.10906,                0.29346,               3.98e-05,               3.98e-05,               3.98e-05
